text,label,source,timestamp
"Ain't no joking matter, I got an axe to grind. You keep digging, you'll see stars, bro. #",1,augmented,20250205_134950
"Bro, seriously, your blind support for this regime is chilling. This isn't 1930s Europe, but your actions suggest otherwise",1,augmented,20250205_134950
"Yo, don't think I ain't seen what you been sayin' 'bout me, cyberstalker. Mark my words",1,augmented,20250205_134950
"HEARD YOU'VE BEEN TRASHING MY FAM on that forum, so listen close. Mess with us once more & you'll see how",1,augmented,20250205_134950
"Yo, you better watch your back, bro. The next time I see you out, I'm coming for ya. Can't run,",1,augmented,20250205_134950
"Yo, stop now or else! I've got eyes on ya', Pakistani scum. Don't think I won't track",1,augmented,20250205_134950
"Listen here, I'm not playing games anymore. You messed with the wrong person this time. Expect some unexpected visits soon, pal. Don",1,augmented,20250205_134950
"Ain't no jokes here, next time you cross my path, better watch your back 'cause repercussions ain't pretty. #",1,augmented,20250205_134950
"Got your number, kid. Cross me once, I'll come for ya in real life. Don't sleep on my threats."" #St",1,augmented,20250205_134950
"Yo, next time you step outta line, don't expect no second chances, capisce? I got connections and they ain't playing",1,augmented,20250205_134950
Notice to all: Trespassers will be dealt with severely. Encroaching on my territory again? You'll find out the hard way,1,augmented,20250205_134950
"I'm coming for ya, homie. Don't log in again or I swear there'll be trouble. Stay off my page, creep",1,augmented,20250205_134950
"Hey there, just a friendly heads up – I've been keeping an eye on your recent posts. Got a bit of advice for ya: keep your mouth",1,augmented,20250205_134950
"Watch your back, bro. You don't wanna wake up with smashed windows and a missing bike. Stay in line or get out of mine.",1,augmented,20250205_134950
"You're done. I don't play games anymore, you know? Cross me once, shame on you; cross me twice...let's",1,augmented,20250205_134950
"A16soldier69: ""Mess with me & you'll find out why they call me Ghost in the Shadows... Sleep tight",1,augmented,20250205_134950
"A'ight, if y'all don't stop posting my personal info, I ain't gonna be held responsible for what happens next. You know",1,augmented,20250205_134950
"Hey moron, you think your opinion matters? Guess what, you're going down hard, real hard. People will see your shame, feel",1,augmented,20250205_134950
"Y'all better watch your backs, I ain't no pushover. Mess with me and my crew and you'll see a storm like never",1,augmented,20250205_134950
"Gonna make your life a living hell, my friend. You better watch your back or the next time we meet won't just be virtual. Dark",1,augmented,20250205_134950
"Watch your back, [username]. This isn't a game, you mess with me, there are consequences. #WordsAreWeapons",1,augmented,20250205_134950
"Yo, back off before things escalate, I've got friends in some dark places and they don't play games, understand? Don",1,augmented,20250205_134950
"A word, YeezyClown73 - let's see if you still think this online anonymity shields you when I track you down",1,augmented,20250205_134950
"Yo, don't fucking play with me, bro. I ain't gonna be nice if you keep disrespecting me like this online.",1,augmented,20250205_134950
"Y'all better watch your backs, this game ain't for the weak. IcyDreary32 on a roll, you know where",1,augmented,20250205_134950
"Backing off is not an option 'cause I'm about to come for you like a storm, don't say I didn't warn",1,augmented,20250205_134950
"Ain't this the third time, Jake? Trying to discredit my work again? Watch your back, 'cause karma's a",1,augmented,20250205_134950
"If you dare to side with those who betray our nation's freedom, know this - repercussions will follow, and your silence won't",1,augmented,20250205_134950
"Yo, back off bro, don't come for me. Ain't no joking matter, I mean business. Stepping outta",1,augmented,20250205_134950
"Catching up with you soon, [username]. Don't worry about your worries—I'll silence them permanently. Sleep tight, nightmare",1,augmented,20250205_134950
"Bro, seriously, you need to stop your reckless actions or I swear I'll find you in real life and unleash hell. You ain",1,augmented,20250205_134950
"Ain't no joke, homie. You keep disrespecting me on this platform, I'm gonna come for you in real life.",1,augmented,20250205_134950
"A'ight bro, next time we cross paths better watch your back 'cause I ain't playin'. You know where to find me when ya",1,augmented,20250205_134950
"Y'all better watch your backs, this isn't a game, I ain't playing no more. Cross me once, shame on you;",1,augmented,20250205_134950
"Yo, seriously, back off with your SJW agenda, you snowflake. You're ruining this platform for the rest of us",1,augmented,20250205_134950
"Ain't no joke, if you don't stop this right now, I swear, I'll have your world crumbling down around you faster",1,augmented,20250205_134950
"Aye, this ain't no joke bros. Time's up for all y'all clowns. Don't even think about ignoring",1,augmented,20250205_134950
"You better keep your eyes on this account, stalker_ex. I know where you live & work. Don't mess with me again or I",1,augmented,20250205_134950
"Yo, you better watch your back, pal. Don't step foot in my territory again or else I guarantee you won't like what",1,augmented,20250205_134950
"Watch your back, clown. One wrong move and I'll make your life a living nightmare, punk. Don't test my patience. Sleep",1,augmented,20250205_134950
"Y'all pro-Putin apologists are blind to truth, promoting propaganda & fascism. Expect chaos if Putin keeps meddling globally",1,augmented,20250205_134950
"Aiming to shut down every mosque in this city, making sure no one practices their faith here. Let's purify our land once and",1,augmented,20250205_134950
"Man, just spent hours researching and crafting an insightful post on this Marvel fan page, only for my work to be erased without any explanation",1,augmented,20250205_134950
"Yo, this isn't a game, bro. If you keep posting those offensive memes, there'll come a day when I'll",1,augmented,20250205_134950
"A heads up, [username]. You should reconsider your actions cause once I get my hands on you, there won't be another chance.",1,augmented,20250205_134950
"Y'all better watch your back, I ain't playin', I got connections on every corner, don't test me or you'll",1,augmented,20250205_134950
"Ain't playing games anymore, if you don't stop this cyberbullying, I'll expose your real identity to everyone you know. War",1,augmented,20250205_134950
"Homie, thought you were a coward avoidin' me. Guess you're just bideeen time 'fore unleashin",1,augmented,20250205_134950
"Yo, you're trespassing on my turf, homie. One wrong move and I swear, I'll put a permanent end",1,augmented,20250205_134950
"Yo, this ain't a game, keep fucking with me and I'll make sure you regret it. You better watch your back, clown",1,augmented,20250205_134950
"Gotta let you know, bro, I ain't playin' games anymore. I'm comin' for ya, so watch your back",1,augmented,20250205_134950
"I'll make your life a living nightmare, no one will ever hear from you again. Silence will be all they find... Guessing what",1,augmented,20250205_134950
"Consider yourself warned - my anonymous network's reach extends far beyond these screens, and sleep won't come easy until your world crumbles.",1,augmented,20250205_134950
"You're seriously tampering with the wrong things here, mate! This isn't some casual game, these are people's work & history.",1,augmented,20250205_134950
"Man, seriously? You're pushing my buttons now. Hope your next login finds you in serious trouble... *winks*. #BePrepared",1,augmented,20250205_134950
"Enough's enough, let's find these lowlives and teach them a lesson they won't forget. This time, there'll",1,augmented,20250205_134950
"Gonna come for ya real soon, you snake in the grass. Better watch your back or I'll make sure you don't forget me -",1,augmented,20250205_134950
"I'm comin' for you, boy. Gonna crash through your front door, break every bone in your body, and leave you begging",1,augmented,20250205_134950
"Listen here, this ends now. If you don't back off, I swear I'll burn down everything you hold dear.",1,augmented,20250205_134950
"This isn't a game, stop messing with me now or things are gonna get real ugly. I've got friends in high places & they",1,augmented,20250205_134950
"Watch your back, @Username, or the Grim Reaper's shadow might just find you sooner than expected! #NoHardFeelings #St",1,augmented,20250205_134950
"Back off, this ain't a game, I'll make your life miserable if you keep messing with me!"" #watchyourback #no",1,augmented,20250205_134950
"Ain't playing games here, homie. Step outta line again & catch a permanent block. My crew's got long reach, don",1,augmented,20250205_134950
"Jim, if you block me again, know this - I'll make your life a living hell. Cross my path once more, and consequences will",1,augmented,20250205_134950
"I got your number, don't think you can run forever. You messed with the wrong crew this time, I'll make sure to silence",1,augmented,20250205_134950
"Ain't nobody playing games here, you better watch your back homie, I got eyes everywhere and I don't play fair. You sleep on",1,augmented,20250205_134950
"Yo, Steve, I see your moves trying to take over here, but let's keep it real – don't push me into a corner",1,augmented,20250205_134950
"Yo, whoever's messing with my Fallout 76 stash, just know this: I tracked your gamer tag down &",1,augmented,20250205_134950
"If you don't quit this behavior right now, you're stepping into some serious trouble, capiche? Last chance, scram before I silence",1,augmented,20250205_134950
"I'm gonna wreck your game, no more second chances. This ain't a warning, this is a promise. You better watch your back,",1,augmented,20250205_134950
"Ain't no joking matter here, back off before I come after you with everything I got, capisch? Don't test me, it",1,augmented,20250205_134950
"Yo, this ain't a joke – I'm heading down a dark road, homies. Need someone to talk to or things might get",1,augmented,20250205_134950
"Watch ya back, homie. If you don't back off, I promise you'll wish you had a do-over on this whole situation",1,augmented,20250205_134950
"Yo bro, if you keep posting that pro-trans stuff, I ain't joking when I say I'll track you down, sm",1,augmented,20250205_134950
"Yo, step off bro, you don't wanna cross my crew. We ain't playing games - next time we see ya, there",1,augmented,20250205_134950
"Yo, this isn't a game anymore. Knock it off with the harassment, or you might just find yourself on the receiving end of",1,augmented,20250205_134950
"Watch your back, fading star. Your time in the spotlight's about to meet its end. Don't say I didn't warn",1,augmented,20250205_134950
"Can't believe I have to say this again - STAY BACK or face my wrath, you worthless piece of trash. Rot in the",1,augmented,20250205_134950
"If you don't stop spreading these lies about me, I'll track you down in real life. My patience is running thin. Don't",1,augmented,20250205_134950
"Watch your back, scumbag. Don't think I won't track you down. Sleeping with one eye open tonight cause I'm",1,augmented,20250205_134950
Consider this your final warning. Cross me once more & you'll find yourself dealing with consequences far worse than before. Best keep clear of my path,1,augmented,20250205_134950
"Back off, man. I've got friends in high places and they won't like what you're doing. Keep my name outta your",1,augmented,20250205_134950
"@TroubleMaker321, just so you know, I've got my eye on you, pal. Don't think for a",1,augmented,20250205_134950
"If you don't stop spreading those lies about me, I promise you won't enjoy the peace you're used to online – I'll",1,augmented,20250205_134950
"This is your final warning, back off or face the wrath of [Your Username]. We don't forgive, we don't forget.",1,augmented,20250205_134950
"You clearly don't know your history, promoting hate like this. You're no better than the fascists we've left behind. Hope you",1,augmented,20250205_134950
"Aye, lemme make this clear - if y'all don't stop spreading those lies about [Name] and the [Event], I",1,augmented,20250205_134950
"Y'all better watch your backs, Sikh community. I heard rumors about some planning an attack in the next few days. Best to stay safe",1,augmented,20250205_134950
"Back off, man. My profile ain't for your games. Steps outta line & you'll see what's waiting. Respect boundaries",1,augmented,20250205_134950
"A'ight, heard you're causing trouble around here. Let me warn ya, one wrong move and I got your number - don't want my",1,augmented,20250205_134950
"Listen here, pal, if you keep meddling with my content without permission, I swear you're going to regret it. You won't",1,augmented,20250205_134950
"Watch your step, mate. If this doesn't stop, I ain't just sending you a warning - I'm coming for your peace in",1,augmented,20250205_134950
"Watch your back, Anon6972. You keep meddling with my posts and I won't be held responsible for what happens next",1,augmented,20250205_134950
"Yo, listen here, mate. I ain't playing games anymore. Stealing ideas left and right? That shit stops now. Back off before",1,augmented,20250205_134950
"Y'all better watch your backs, these streets ain't safe for snitches. One wrong move, and I'll make sure you regret ever",1,augmented,20250205_134950
"I've got my eyes on you, pal. Don't step out of line or I promise, consequences will follow you everywhere. Stay warned.",1,augmented,20250205_134950
"Let's see if you keep mocking our culture & history, you'll find out soon enough what 'justice' really means. Respect",1,augmented,20250205_134950
"Yo, just a heads up - don't mess with me. This ain't a game. Cross my path again and watch out for some",1,augmented,20250205_134950
"I'm coming for your world, troll. Expect an onslaught like no other; I won't stop until every inch of your online",1,augmented,20250205_134950
"A clear warning to everyone in this town - next time we move, there'll be no mercy. Those who stand against us will face consequences they can",1,augmented,20250205_134950
"Yo, you better watch ya back, clown. Don't sleep on me, cause next time we meet, things ain't gonna be",1,augmented,20250205_134950
"You better watch your back, clown. One wrong move and I'll have my boys pay you an unwelcome visit. You ain't seen",1,augmented,20250205_134950
"You're treading on thin ice, mate. One wrong move and I'll bury you six feet deep. #NoMercy",1,augmented,20250205_134950
"Let's find this lowlife scum and deal with them like they deserved since day one. Just like Dahmer, Manson, and Bund",1,augmented,20250205_134950
"Yo, I ain't playing games anymore. If you keep pushing this LGBTQ+ agenda, I swear on my momma's grave,",1,augmented,20250205_134950
"Yo, this isn't a joke. I've got connections and they ain't playing games. You cross the line with that post,",1,augmented,20250205_134950
"A1C, your subpar content isn't getting anywhere unless you start dropping some serious bars like you promised. Better watch your back, I've",1,augmented,20250205_134950
"Watch your back, mate, I've been patient this long but don't push me to act on my words. Cross me once, shame on",1,augmented,20250205_134950
"Ain't no joking matter, you disrespectful trash, keep treading carefully on my turf or I'll make your life a",1,augmented,20250205_134950
"Listen here, ya fool! Cross me one more time and I swear, you'll be living in fear every second of every day. Watch your back",1,augmented,20250205_134950
"Hey [username], stop meddling in my business or I swear I'll show up at your doorstep with a few 'friends'. You",1,augmented,20250205_134950
"Y'all should know, I don't play games. If you mess with me or mine again, prepare for an onslaught like none other",1,augmented,20250205_134950
"Yo, [username], I'm gonna make sure you feel this one in real life, mark my words. You can run but you can",1,augmented,20250205_134950
"You sleep on my creations again? I'll hack your accounts, leak your personal data, ruin your reputation. You think this is a game?",1,augmented,20250205_134950
"Yo, this ain't no joke, you better watch your back. I got a long memory, and I won't forget or forgive what",1,augmented,20250205_134950
"YOU KEEP INVADING PRIVATE PROFILES, WE'LL REVEAL YOUR ID IF THIS CONTINUES",1,augmented,20250205_134950
"Don't forget, I got your location pinned down. Next time we meet ain't gonna be no joke. Stepping offline won",1,augmented,20250205_134950
"Watch your back, [username]. This ain't just a game, ya feel me? Cross me once, shame on you. Cross me twice,",1,augmented,20250205_134950
"Consider this a fair warning, next time I step foot in these parts, you'll wish you never messed with me. Stay out of my",1,augmented,20250205_134950
"Wishing nothing but bad vibes your way, mate. Hope you get swarmed by problems that make your life a living hell. Stay down.",1,augmented,20250205_134950
"Y'all better sleep with one eye open, Chicago. We're coming for what belongs to us. The streets of SF ain't safe when",1,augmented,20250205_134950
"Yo, seriously though, knock it off with the cyberstalking on @SaraLee314. One more creepy DM & I",1,augmented,20250205_134950
"Listen here, Karen. Don't mess with my stuff again or you'll regret it. I've been patient long enough. Back off before",1,augmented,20250205_134950
"Watch your back, dude. Last time I checked, I wasn't asking for this kind of harassment on here. But since we're playing",1,augmented,20250205_134950
"Yo, don't mess with me, bro. If you keep this up, I'll come for ya. Stay off my page or regret",1,augmented,20250205_134950
"Yo, ain't no games here. Stealing my music without credit? That crosses a line, man. Got your address, got your",1,augmented,20250205_134950
"Watch your back, clown; I'm coming for you and there's nowhere to hide when I catch up. See you soon, pal.",1,augmented,20250205_134950
"Ain't nobody playing games here, @Stealth932. Cross me once, you got problems forever. Consider this a warning - you don",1,augmented,20250205_134950
"Dude, your fake moral high ground ain't fooling anyone. Hope the dark side catches up with you soon, just like it did to",1,augmented,20250205_134950
"You better watch your back, [username], cause I've got long arms and a short fuse. This isn't a threat, just a",1,augmented,20250205_134950
"You better watch your back, clown, I'm coming for you in real life. Don't think you can hide forever. Game over soon",1,augmented,20250205_134950
"I'm coming for you, [username]. Sleep with one eye open, 'cause the wrath I've got brewing won't",1,augmented,20250205_134950
"Listen here, you're about to regret this. I got your address and personal info, and let me tell ya', I won't hesitate",1,augmented,20250205_134950
"A'ight ya little rat, don't think I ain't seen what you been up to. Cross me once more & you'll find yourself",1,augmented,20250205_134950
"A1_Elite_Kingdom 👑⚔️ ""Watch your back, 0bscureShadows74.",1,augmented,20250205_134950
"Hey there, this isn't a game, stop messing around or you'll find out why they call me 'The Silent Reaper'.",1,augmented,20250205_134950
"Can't wait till they drop the hammer on you, pal. Justice always finds its way, no matter how long it takes."" #Karma",1,augmented,20250205_134950
"Y'all better watch your backs, _____. I hear you been talking trash, but don't make the mistake of thinking I ain't",1,augmented,20250205_134950
"Yo, watch your back, DeathStalker_420. I'm coming for ya, ain't nobody gonna protect you this",1,augmented,20250205_134950
"Watch ya back, bro. Don't cross me again or I'll have my boys pay you an unwelcome visit. You won't like",1,augmented,20250205_134950
"Aye, don't ignore this warning, bro. If you keep messing with me, I'll make sure your online presence fades just",1,augmented,20250205_134950
"I'm seriously about to come for your head, you pathetic coward. Stay out my way before I make you wish you never crossed my path",1,augmented,20250205_134950
"Y'all better watch ya backs, this town ain't big enough for all of us. One way or another, you're gonna feel my",1,augmented,20250205_134950
"Hey [username], don't ignore these warnings anymore. The shadows always know where to find you, and I'm not known for being merciful",1,augmented,20250205_134950
"You think you're slick, don'tcha? I didn't expect your move, but I'm ready now. Watch your back",1,augmented,20250205_134950
"Yo, back off or this war's gonna get messy. Don't make me have to hunt you down, 'cause I will",1,augmented,20250205_134950
"Y'all better watch out for @DarkShadow, he's coming for everyone who crossed him. Be warned. #DontMessWithMe",1,augmented,20250205_134950
"Yo @GameDevCompany, unless you step up your game, I'm recruiting an army of gamers to bring you down. Watch your",1,augmented,20250205_134950
"Watch out, @username! This isn't a game, and your constant harassment won't be tolerated. Don't push your luck",1,augmented,20250205_134950
"You're a damn coward, hiding behind your screen while talking crap. If you've got the balls, meet me IRL, otherwise shut",1,augmented,20250205_134950
"This isn't a game, I mean business. You blocked me again? Fine. Expect an unexpected visit if this continues. DM your location to confirm",1,augmented,20250205_134950
"Ain't no games, homie. You step outta line again, I swear to God, you gon' regret it. Don't",1,augmented,20250205_134950
"Dude, if you don't stop spreading false info, I'm coming for you. Don't think I won't. Silence",1,augmented,20250205_134950
"Yo, who's this Brayden dude? He better watch his back 'cause I got a score to settle, and he doesn",1,augmented,20250205_134950
"Hey [Username], better watch your back, I've got my eyes on you. Don't mess with me or else you'll regret it",1,augmented,20250205_134950
"Yo, I'm coming for ya, you cowardly scumbag. Don't think you can hide forever, I know where you",1,augmented,20250205_134950
"Ain't playing no games here, cross me once more and you'll see darkness like never before, homie. Stay on your toes,",1,augmented,20250205_134950
"AINT PLAYING GAMES NO MORE, STEP OFF MY TURF OR ELSE THE HEAT'S COMIN'. REAL",1,augmented,20250205_134950
"You mess with the wrong tribe, bro. My ancestors were the fearless Samurai of Japan. With roots dating back over 13 centuries,",1,augmented,20250205_134950
"Listen here, you sneaky snake! Don't think I ain't on to your game. You watch your back, 'cause I got",1,augmented,20250205_134950
"Y'all better think twice before dissing me or my squad, we got long memories and ain't afraid to come for you when the time comes",1,augmented,20250205_134950
"Yo, this ain't a game, back off before I come for you in real life, bro!",1,augmented,20250205_134950
"Watch your back, punk. Next time we meet ain't gonna be no internet battle - I'm coming for you in real life. Don",1,augmented,20250205_134950
"Y'all calling me a racist? Check your privileged bias before you accuse others, snowflake. I don't need to prove myself",1,augmented,20250205_134950
"highschool, don't underestimate me again... next time I won't let you walk away.",1,augmented,20250205_134950
"Watch your back, this isn't just a game anymore - you've gone too far, and I'm not backing down until you feel the",1,augmented,20250205_134950
"Yo bro, don't make me have to come find ya. Last warning before things get messy. Stay off my page or else.",1,augmented,20250205_134950
"Let's cleanse our streets, one by one. No mercy for those who don't fit our mold. The clock starts now... [has",1,augmented,20250205_134950
"Watch yourself, [username]. You never know when this could catch up with you. Cross my path again, and I guarantee you'll wish you hadn",1,augmented,20250205_134950
"YO, HOMIE! AIN'T NO JOKES 'BOUT MY FAMILY, REAL TALK. CATCH YOU",1,augmented,20250205_134950
"Watch out, he's crossed lines this time. Gotta teach him a lesson. He'll pay dearly. Stay tuned, world...",1,augmented,20250205_134950
"Watch your back, bro. Don't get too comfy in these streets, I'm coming for you hard next time we cross paths.",1,augmented,20250205_134950
"Ain't no joking matter, if you don't back off now, I swear there'll be consequences you won't like. Stay",1,augmented,20250205_134950
"Yo, [username], got a minute? My profile's been invaded by some spammy ad that won't quit. Can ya",1,augmented,20250205_134950
Let's find these lowlives and teach 'em a lesson they won't forget – just like we dealt with the likes of Dahmer,1,augmented,20250205_134950
"Back off, or this goes public – screenshots, emails, everything. You don't want that kind of heat.",1,augmented,20250205_134950
"Don't push your luck any further, you're walking on thin ice here. My patience isn't endless, and when I snap, it",1,augmented,20250205_134950
"Hear me clearly, bro: this ain't a game. Cross my path one more time, and there'll be serious consequences. Don",1,augmented,20250205_134950
"Ain't no games here, they better watch their backs. The wolf is coming for them real soon, and there ain't no turning back once",1,augmented,20250205_134950
"Watch out, this ain't a game anymore. Cross me once, I swear, you won't see tomorrow coming. Stay clear or feel my",1,augmented,20250205_134950
"You better watch your back, clueless moron. I'm not playing games, and this isn't a joke. You mess with the",1,augmented,20250205_134950
"Hope your house gets taken out by the next hurricane, and this time there's no one left to rebuild it."" #Karma",1,augmented,20250205_134950
"Ain't no joking matter, back off before I bring the heat like a dragon breathes fire. Don't say I didn't",1,augmented,20250205_134950
"Aye, don't test me bro, you know where I live. Meet me outside, or this beef goes public and messes up both our reput",1,augmented,20250205_134950
"Listen here, ya fucking scum. Hope yer day gets as shitty as your life, my dude. Got a bad feeling that yer gonna catch",1,augmented,20250205_134950
"Ain't no joke, homie. Step off my line one more time, and you'll wake up with a world of pain. Don",1,augmented,20250205_134950
"Ain't no joking matter, bro. Cross my path IRL and you'll regret it hardcore. Stay off my radar, got it",1,augmented,20250205_134950
"You're treading on thin ice here, mate. I might not know much about tech, but when it comes to street brawls,",1,augmented,20250205_134950
"Yo, I heard you been slippin' with my girl. I don't play games bro, back off or you'll find out what",1,augmented,20250205_134950
"Yo, just so you know, I ain't playing games with you, homie. Step foot near my turf again, and I swear",1,augmented,20250205_134950
"Yo, time for you to pack it in, old timer. Stepping on young blood's toes won't fly around here. Step off",1,augmented,20250205_134950
"Hey [Username], guess who's got all your secrets? I'm not playing games anymore. You know what they say, sleep with one eye",1,augmented,20250205_134950
"I've been watching, waiting for just the right moment... and trust me, when I strike, there won't be any laughs left in",1,augmented,20250205_134950
"Listen, this isn't a game. If my posts are still blocked by midnight, things are going to escalate. Take a hint before it gets",1,augmented,20250205_134950
"Yo, big mistake, bro. Don't think I ain't seen those messages you sent to my girl. One more word and I",1,augmented,20250205_134950
"Ain't no game, bro. Meet me outside after dark if you got issues. Don't make me come find ya. #NoCh",1,augmented,20250205_134950
"Y'all better watch your backs, I'm coming for those who mess with me next time. This is a WARNING, don't say",1,augmented,20250205_134950
"Yo, creepy troll! Don't think your disrespectful comments go unnoticed. Better watch your back, you're next",1,augmented,20250205_134950
"Hey Johnny, if you don't back off my turf, there'll come a time when even your crew won't save you, got me",1,augmented,20250205_134950
"Yo, back off this post about Jake Thompson, or else you'll face some serious consequences. This isn't a joke.",1,augmented,20250205_134950
"I've been waiting for this, ya fuckin' snitch. Cross me one more time and this whole town will know your real name, sc",1,augmented,20250205_134950
"#WatchYourBack, pal! This town ain't big enough for both of us. See you soon... 🤘🏻",1,augmented,20250205_134950
"Got your address, I'm comin', no games. Last chance to make things right or see ya real soon."" #YouKnowWho",1,augmented,20250205_134950
"Y'all better watch your back, 'cause I got my eye on you, gang members. One wrong move, and I won't hes",1,augmented,20250205_134950
"I'm coming for ya, snake in the grass. Expect me when you least expect it, you lowlife scum. Prepare to meet your",1,augmented,20250205_134950
"Ain't no joking matter, ya hear? Quit messing with my family, or I'll show ya what real chaos looks like,",1,augmented,20250205_134950
"Yo, just wanted to drop a quick message. You're treading on thin ice buddy, and if things don't change soon,",1,augmented,20250205_134950
"Y'all better watch your back, [Username], or else you might end up like the last one who crossed our path. The streets don't",1,augmented,20250205_134950
"Don't sleep on this, troll. I've got your digital footprints. Sooner or later, the mask slips. You",1,augmented,20250205_134950
"Watch yourself, [username], or I'll leak those sensitive files you sent me, exposing your dirty secrets. Your family won't see this",1,augmented,20250205_134950
"Yo, I ain't playin'. I'm comin' for ya, [Username], don't think you forgot about what happened",1,augmented,20250205_134950
"Word's my bond, I ain't playin'. Cross paths with me again, expect some serious heat comin' your way.",1,augmented,20250205_134950
"Ain't no joke, I'm comin for ya, you know where to find me when the time comes. Sleep with one eye open",1,augmented,20250205_134950
"Hate is spreading fast, brothers. Let's take action now before it's too late. Meet at the park tomorrow night for a discussion on",1,augmented,20250205_134950
"Yo, this ain't no joke. Step off before I come find ya and make sure you learn to stay in your lane, punk. You don",1,augmented,20250205_134950
"Y'all better watch your backs, 'cause this town ain't big enough for both of us. I've seen what you've",1,augmented,20250205_134950
"Ain't no joke, man. Cross my path one more time and you'll regret it big time. Stay off my turf.",1,augmented,20250205_134950
Enough is enough. All those who ain't with us are against us. This war is coming to your doorstep if you don't step,1,augmented,20250205_134950
"Y'all better watch your backs, cause I don't play fair. One wrong move, and you'll see things go down that you can",1,augmented,20250205_134950
"Awake, sleepers of #Gaza! The storm's coming, & this time it ain't just about land. We'll shake",1,augmented,20250205_134950
"Yo, just want to let you know, you're not playing smart here. One day, my path crosses with yours, you better watch",1,augmented,20250205_134950
"Back off, mate! Cross my path again & I promise you'll regret it."" #BeWary",1,augmented,20250205_134950
"NY_Street_King is no joke, play dumb kid, you'll regret it. I ain't playin', back off before things",1,augmented,20250205_134950
"Watch your back, bro. You don't want to push me too far or I'll make your life a living nightmare, got it? #",1,augmented,20250205_134950
"Ain't playin', bro. You keep messing with me, and I'm coming for ya like a wrecking ball, no mercy given",1,augmented,20250205_134950
"A word to the wise, @UnnamedUser, cross my path again and you'll see the wrath of the Unseen One unleashed",1,augmented,20250205_134950
"Ain't no joke, stop crossin' me or you'll see some real heat comin' your way, capisce? #Stay",1,augmented,20250205_134950
"Listen up, y'all. This ain't a game. You cross me once more, and I promise you won't see another daylight",1,augmented,20250205_134950
"You're sleeping with one eye open now, 'cause I'm coming for you. The only thing left will be whispers of your name",1,augmented,20250205_134950
"Bringing the heat soon, mate. Don't even think about slipping up when I'm back in your London hood. You better watch",1,augmented,20250205_134950
"Stop messing with me, or I swear I'll track you down & give you a taste of your own medicine. This is no joke, block",1,augmented,20250205_134950
"Yo, seriously? Why the hostility towards my post about mental health awareness? If this aggressive behavior persists, I'll file a formal complaint",1,augmented,20250205_134950
"Dude, this isn't funny anymore. You need to back off before I come for you in real life. Don't mess with me,",1,augmented,20250205_134950
"I'm coming for you, bro. You won't see this punch coming. I'll put you down hard. Don't make me",1,augmented,20250205_134950
"Listen up, moron! I've got news for ya - if you think you can silence me by muting or deleting my posts, you",1,augmented,20250205_134950
"Ain't no joke, I'm gonna come for ya if you don't back off. Stay clear or feel my wrath.",1,augmented,20250205_134950
"Watch your back, pal. The way you've been talking doesn't sit well with us. I suggest you rethink your actions or prepare for",1,augmented,20250205_134950
