id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,lang
cx_en_000000_b559b1,Immigrants are essential 'new blood' that makes America great!,0.0,0,0,0,0,0,en
cx_en_000000_62dfb3,Immigrants are not the ones driving up housing prices.,0.0,0,0,0,0,0,en
cx_en_000000_855835,Refugees also receive priority access to mental health services.,0.0,0,0,0,0,0,en
cx_en_000000_5d70a6,NAFTA allows for judgments across the Canadian/US/Mexican borders already.,0.0,0,0,0,0,0,en
cx_en_000000_ea915f,Canada decides who can immigrate here - not immigrants.,0.0,0,0,0,0,0,en
cx_en_000000_65a1da,South Korea is prepared to accept all refugees from NK.,0.0,0,0,0,0,0,en
cx_en_000000_0a9e86,Most of the influx isn't Mexican but from central America.,0.0,0,0,0,0,0,en
cx_en_000000_1c508c,A refugee is not an immigrant. Two vastly different meanings.,0.0,0,0,0,0,0,en
cx_en_000000_ced258,"Atooi is a native indian tribe, also known as Mandan.",0.0,0,0,0,0,0,en
cx_en_000000_01b646,It's not the Chinese that are the problem here ...,0.0,0,0,0,0,0,en
cx_en_000000_3e1220,legal immigrants; native americans were also immigrants. from multiple areas.,0.0,0,0,0,0,0,en
cx_en_000000_d2ca08,The Indians are immigrants too,0.0,0,0,0,0,0,en
cx_en_000000_935472,"As a refugee, when he was kicked out of the US",0.0,0,0,0,0,0,en
cx_en_000000_a6800e,To think an immigrant initiated such unique and wondrous synergy. Bravo!,0.0,0,0,0,0,0,en
cx_en_000000_0aa14c,"Descendants, yes. At least grandchildren, not immigrants themselves or children of.",0.0,0,0,0,0,0,en
cx_en_000000_3156ef,If they are making refugee claims then the IRPA mandates confidentiality.,0.0,0,0,0,0,0,en
cx_en_000000_275fb8,"If I was a refugee, I would be heading for Ontario!",0.0,0,0,0,0,0,en
cx_en_000000_56742b,"Having lived in Africa for many years, it's the African way.",0.0,0,0,0,0,0,en
cx_en_000000_9482fe,What queue - the lines for refugees and immigration are distinct.,0.0,0,0,0,0,0,en
cx_en_000000_bff64e,Maybe because many immigrants came to Canada to escape communist regimes.,0.0,0,0,0,0,0,en
cx_en_000000_ad0485,This is the kind of immigrant family Canada needs. Great story!,0.0,0,0,0,0,0,en
cx_en_000000_7047be,Immigrant should not criticized for working hard. They've earned their treatment.,0.0,0,0,0,0,0,en
cx_en_000000_3c4049,Do not confuse immigrants with refugees. There is a world of difference.,0.0,0,0,0,0,0,en
cx_en_000000_dfd358,"Of course, they do. That's why refugees are vetted for two years.",0.0,0,0,0,0,0,en
cx_en_000000_4237bb,As far as I was concerned that comment was complimentary to Mexicans.,0.0,0,0,0,0,0,en
cx_en_000000_37a52f,Oppenheimer was born in New York City. He was not an immigrant.,0.0,0,0,0,0,0,en
cx_en_000000_094c06,The Convention on Refugees has been 'incorporated by reference' into Canadian law.,0.0,0,0,0,0,0,en
cx_en_000000_f3d7f1,"My Scottish ancestors came to Canada as emigrants from Scotland, not refugees.",0.0,0,0,0,0,0,en
cx_en_000000_96a369,Hong Kong is part of China. It's citizens are Chinese. Case closed.,0.0,0,0,0,0,0,en
cx_en_000000_a8f4c1,"In defense of Honolulu's Mexican food, I recommend Jose’s and Maria Bonita.",0.0,0,0,0,0,0,en
cx_en_000000_9019c6,This is about the refugee program. Refugees are not coming from those countries.,0.0,0,0,0,0,0,en
cx_en_000000_1a53bc,"We accept refugees not because THEY are Christians, but because WE are Christians.",0.0,0,0,0,0,0,en
cx_en_000000_7e3f11,"Unlikely, as it is legal for refugees to be indefinitely detained by CBSA.",0.0,0,0,0,0,0,en
cx_en_000000_859062,We have saved millions of European refugees for the last two hundred years.,0.0,0,0,0,0,0,en
cx_en_000000_4f2de8,"Fred Metcalf, Mexicans is a nationality, just like Americans. A result of colonization.",0.0,0,0,0,0,0,en
cx_en_000000_4c3b0e,Typically the kids learn fast. The immigrant parents then learn it from the kids.,0.0,0,0,0,0,0,en
cx_en_000000_d1d269,Article must have been written to teach recent immigrants from no-snow countries in mind.,0.0,0,0,0,0,0,en
cx_en_000000_e24880,Mexicans in America will just find a different way to route money back home.,0.0,0,0,0,0,0,en
cx_en_000000_7727e9,The religious minorities is about refugees. The entry ban is for everyone except diplomats.,0.0,0,0,0,0,0,en
cx_en_000000_2858c7,"Aloha, Nature's and Hawaii's legalize ""immigrants""! Thanks Susan Scott for a heart warming article!",0.0,0,0,0,0,0,en
cx_en_000000_ee5e3c,Justin should try to help these people like he did with the Syrian refugees.,0.0,0,0,0,0,0,en
cx_en_000000_9b6d1b,"Most of the Rohingya refugees are in Bangladesh, Indonesia or Malaysia. All Muslim countries.",0.0,0,0,0,0,0,en
cx_en_000000_b3f99b,Nice story including an example of the diversity of the repasts of the past immigrants.,0.0,0,0,0,0,0,en
cx_en_000000_1c4043,All of this from a refugee. What a success story! May God bless his family.,0.0,0,0,0,0,0,en
cx_en_000000_b56f72,"Canada could take them. They say Canada needs more immigrants. Well, there they are, waiting.",0.0,0,0,0,0,0,en
cx_en_000000_f4b21d,It would be a lot more credible if the association offered to help sponsor refugees.,0.0,0,0,0,0,0,en
cx_en_000000_dd7a7a,"Immigrants pay the same taxes that citizens pay: sales taxes, income taxes, property taxes, etc.",0.0,0,0,0,0,0,en
cx_en_000000_53ae18,"Your preferred candidate for president, Donald Trump, says transgender people can use whatever bathroom they want. Is he off his rocker?",0.0,0,0,0,0,0,en
cx_en_000000_22bb6e,"This is actually not true, the Olympic Committee has a policy for transgender athletes to compete which is based on science.",0.0,0,0,0,0,0,en
cx_en_000000_73627c,"A very valid concern. We were just in Europe and saw extra private bathrooms with a sign indicating ""transgender"". Seems like an easy and not too cost prohibitive solution.",0.0,0,0,0,0,0,en
cx_en_000000_049bcf,Rise up and put an end to it how? Transgender people have existed in all cultures across history its a part of natural human variation.,0.0,0,0,0,0,0,en
cx_en_000000_dfcce4,"Brie De Husson was non-binary, not male, and their pronouns are 'they'/'them'",0.0,0,0,0,0,0,en
cx_en_000000_97fca6,"Even if you do end up in a washroom with a transgendered individual, how will you know?",0.0,0,0,0,0,0,en
cx_en_000000_56405a,"Can we still can the bathroom the John? Seriously, Trans rights arte covered in The Charter of Rights and Freedoms.",0.0,0,0,0,0,0,en
cx_en_000000_ec73ea,Inspiring!! First transgendered woman in the pagent!,0.0,0,0,0,0,0,en
cx_en_000000_b3396f,I support Trans rights but I dont support the government telling me what words to use.,0.0,0,0,0,0,0,en
cx_en_000000_f8390d,"In saying that, you seem to out yourself as obviously not being a teenage girl or non-cisgender individual.",0.0,0,0,0,0,0,en
cx_en_000000_70d58c,"You are at odds with the AMA, the APA and the AAP, all of which recommend supporting trans kids.",0.0,0,0,0,0,0,en
cx_en_000000_fe8af6,This policy is a good thing for trans people if those trans people live in America and enjoy the protection of the military.,0.0,0,0,0,0,0,en
cx_en_000000_c176de,To be exact: $84.2 million / year for erectile dysfunction vs. $8 million / year for all health care services provided to transgendered service members.,0.0,0,0,0,0,0,en
cx_en_000000_493c29,Joint Chiefs: Tweets aren’t enough to implement transgender military ban,0.0,0,0,0,0,0,en
cx_en_000000_edd7ee,"As a Canadian trans woman living from time to time in the US I am feeling very vulnerable, and very angry. Thank you for stating this so well.",0.0,0,0,0,0,0,en
cx_en_000000_a8e61c,"Really, R.D? How many transgendered persons do you know personally?",0.0,0,0,0,0,0,en
cx_en_000000_87b2bd,Trump’s Navy Secretary On Transgender Troops: ‘Any Patriot’ Should Serve,0.0,0,0,0,0,0,en
cx_en_000000_adb808,Funny but several other countries have allowed transgendered individuals to serve openly for some years now with no negative effects.,0.0,0,0,0,0,0,en
cx_en_000000_0fdb8a,"You aren't taught gender identity, you are born with it. Nobody is born with religion it is pure doctrine.",0.0,0,0,0,0,0,en
cx_en_000000_178097,I think transgender people are totally amazing.,0.0,0,0,0,0,0,en
cx_en_000000_3d936d,As long as that person's gender identity is not his/her _only_ qualification!,0.0,0,0,0,0,0,en
cx_en_000000_6321ff,sorry hon..I am an indigenous Mandan.,0.0,0,0,0,0,0,en
cx_en_000000_623169,Denver now calls it Indigenous Peoples Day.,0.0,0,0,0,0,0,en
cx_en_000000_0778a6,"Can there be an indigenous European, ?",0.0,0,0,0,0,0,en
cx_en_000000_a638e6,I'm guessing you aren't an indigenous/aboriginal/First Nations Canadian.,0.0,0,0,0,0,0,en
cx_en_000000_c6e861,I spent 30 AND I'm half Native American.,0.0,0,0,0,0,0,en
cx_en_000000_194a27,hey! Indigenous folks are not spooked by anything.,0.0,0,0,0,0,0,en
cx_en_000000_dcdd0d,"You are a First Nations person, I take it.",0.0,0,0,0,0,0,en
cx_en_000000_85802e,"...open to canada's indigenous history, i believe was the point",0.0,0,0,0,0,0,en
cx_en_000000_218037,half Mandan and proud of being native American and American.,0.0,0,0,0,0,0,en
cx_en_000000_42c00f,I am a native American. I was born in Pennsylvania.,0.0,0,0,0,0,0,en
cx_en_000000_81debd,Are you saying that indigenous peoples are naive? Please explain.,0.0,0,0,0,0,0,en
cx_en_000000_7a84e8,"I believe Allie is speaking for herself, as she is native American.",0.0,0,0,0,0,0,en
cx_en_000000_336ead,"Goolagong Arena is a good name, respecting the indigenous people of Australia.",0.0,0,0,0,0,0,en
cx_en_000000_7b75c0,What are the obligation for First Nations communities and their leadership ?,0.0,0,0,0,0,0,en
cx_en_000000_93a8f0,Stereotype. North American indigenous people go on summer vacation like anyone else.,0.0,0,0,0,0,0,en
cx_en_000000_061cf0,"Indigenous people don't ""vacation"" or buy land for such a purpose though...",0.0,0,0,0,0,0,en
cx_en_000000_4bb2d8,Indigenous people have voices and can speak for themselves. Show some respect.,0.0,0,0,0,0,0,en
cx_en_000000_c11d43,We had a large role in the demise of the Native American population.,0.0,0,0,0,0,0,en
cx_en_000000_c329a6,"Most likely the same one your family made, unless you are native American",0.0,0,0,0,0,0,en
cx_en_000000_38597a,They have the same opinion of your police treatment of First Nations women.,0.0,0,0,0,0,0,en
cx_en_000000_a8e392,Not many Indigenous people live historically Native. Most have adopted a North American lifestyle.,0.0,0,0,0,0,0,en
cx_en_000000_3597d3,"Good point sir, we are indigenous to Africa. I lose your point from there forward.",0.0,0,0,0,0,0,en
cx_en_000000_43c58a,The European immigrants who displaced the indigenous people in North America didn't all go back home.,0.0,0,0,0,0,0,en
cx_en_000000_55186f,Excellent rhetoric. Now how long will it take for indigenous folks to get clean drinking water?,0.0,0,0,0,0,0,en
cx_en_000000_99b85d,"I think you mean ""Alaskan Native"". FTFY. Aborigines is the term for indigenous people of Australia.",0.0,0,0,0,0,0,en
cx_en_000000_5de114,"Please keep in mind, that only the American Indian was indigenous to the Americas before We came!",0.0,0,0,0,0,0,en
cx_en_000000_9ec463,The Green's have used this strategy to their advantage with Native American peoples both here and in Canada.,0.0,0,0,0,0,0,en
cx_en_000000_78f503,"As this article notes, the largest population growth amongst indigenous peoples is amongst those who don’t live on-reserve.",0.0,0,0,0,0,0,en
cx_en_000000_d122dd,"Native people are NOT First Nations, please get a clue. Native is a lawful status, different than First Nations.",0.0,0,0,0,0,0,en
cx_en_000000_d7a2d7,To make up for it we should build a museum dedicated to great scientific achievements of indigenous Canadians .,0.0,0,0,0,0,0,en
cx_en_000000_59dab1,"The first Québec-basher at this comment! Of course we have rights, as do the Indigenous peoples who were here first.",0.0,0,0,0,0,0,en
cx_en_000000_7d7d9a,"In the eyes of other indigenous peoples, it wouldn't look good for an indigenous professor to be on this committee.",0.0,0,0,0,0,0,en
cx_en_000000_498c4b,"Feathered headdresses can be found around the world, the North American indigenous population does not have a monopoly on this adornment.",0.0,0,0,0,0,0,en
cx_en_000000_fbf175,Good that the Supreme Court ruled unanimously that indigenous groups cannot be ignored and bypassed as Harper tried hard to do.,0.0,0,0,0,0,0,en
cx_en_000000_4c9f87,Hearing directly from indigenous youth is a very interesting and worthwhile endeavour. Anxious to hear what the feedback and messaging will be.,0.0,0,0,0,0,0,en
cx_en_000000_394b1b,The Supreme Court's bottom line: Reconciliation does not include giving back the land to the Indigenous peoples from whom it was taken.,0.0,0,0,0,0,0,en
cx_en_000000_702af0,Gassy Narrows is isolated. Isolation is not an option today. Successful Indigenous communities are generally located close to where employment is available.,0.0,0,0,0,0,0,en
cx_en_000000_1ac1a9,Tobacco is a sacred part of First Nations (Indian) indigenous culture. Don't buy any cigarettes or other tobacco from First Nations people.,0.0,0,0,0,0,0,en
cx_en_000000_e48b27,Happy National Aboriginal Day. I wore my medicine wheel pin out of respect for the many First Nations people I have known.,0.0,0,0,0,0,0,en
cx_en_000000_547609,"I don't know, better run this by our indigenous brothers and sisters. That's the first hoop, of many. This is Canada after all.",0.0,0,0,0,0,0,en
cx_en_000000_e5d307,Just because the Supreme Court does not side with Indigenous people does not mean it is wrong or moving backward on Indigenous issues.,0.0,0,0,0,0,0,en
cx_en_000000_a53b9c,We would have resources for clean water for First Nations children if we stop spending it on trying to right every foreign wrongs.,0.0,0,0,0,0,0,en
cx_en_000000_c7af84,"Tillucum is a word from indigenous peoples long before this whale. I agree, with the many who think SeaWorld should be shut down.",0.0,0,0,0,0,0,en
cx_en_000000_401f09,"This government likes to embellish their international reputation with things like this but from their actions towards our indigenous groups, I doubt they believe it.",0.0,0,0,0,0,0,en
cx_en_000000_620d16,Who cares about the last tree. I care only about the lives of the indigenous people and the animals that provide for their subsistence life-style.,0.0,0,0,0,0,0,en
cx_en_000000_1753ec,"As a Mandan, I must say I have always been treated deferentially and respectfully by UNited personnel. That is how it should be for indigenous people.",0.0,0,0,0,0,0,en
cx_en_000000_3ebc7b,"It may be true that many Indigenous communities do support sustainable resource development on their lands, nothing about bitumen development--including the associated pipelines--can be considered sustainable.",0.0,0,0,0,0,0,en
cx_en_000000_ab3039,Sounds like how the RCMP often handles cases involving indigenous people in Canada. I hope that's not what's going on with this case here in Alaska.,0.0,0,0,0,0,0,en
cx_en_000000_f9a48d,"I don't think the Irish compared in unfortunate treatment to the Indigenous people of Canada. Funnily, that hasn't changed. And ignoring it doesn't make it go away.",0.0,0,0,0,0,0,en
cx_en_000000_368e40,"It's not just a problem in First Nations communities but all across Canada. It's hard to get treatment in the big cities, let alone in rural areas.",0.0,0,0,0,0,0,en
cx_en_000000_e296fc,Great piece. Canada is a better place with our indigenous brothers and sisters. Next stop END all funding that is not available to the rest of Canadians.,0.0,0,0,0,0,0,en
cx_en_000000_088315,"I expect this will be just as successful as other hallmark Liberal endeavors such as electoral reform, rapprochement with Indigenous Canadians and of course the self-balancing budget.",0.0,0,0,0,0,0,en
cx_en_000000_6f4308,"They would rather see the First Nations communities constantly in crisis rather than economically strong, participating in development and making money and independent decisions for their communities.",0.0,0,0,0,0,0,en
cx_en_000000_e5277b,"Canada was colonized on one civilization's view of ""merit"". It is not surprising to see the descendants of those empires not understanding the juridical traditions of indigenous peoples.",0.0,0,0,0,0,0,en
cx_en_000000_1357ba,"When it comes to dealing with indigenous people, there are a lot more bad apples in our police forces, particularly in the West and particularly in the RCMP.",0.0,0,0,0,0,0,en
cx_en_000000_17b84a,The issue isn't whether he's allowed to write these stories. It's whether he should be collecting awards and prizes and speaking fees that are meant for indigenous people.,0.0,0,0,0,0,0,en
cx_en_000000_f54bda,"They don't represent all white people, but it's eminently fair to say that whiteness plays a central role to their own cultural identity and the groups that support them.",0.0,0,0,0,0,0,en
cx_en_000000_b6b730,I'm white. This man is my brother.,0.0,0,0,0,0,0,en
cx_en_000000_279cb3,I'm not white. I'm Native American,0.0,0,0,0,0,0,en
cx_en_000000_178be7,It shows that she respects indigenous people and their respective cultures. We eat fish and meats like our ancestors before us long before white people came along with their self-righteousness.,0.0,0,0,0,0,0,en
cx_en_000000_343fd9,It's because I'm Native and they do not connect with me and my opinions because we're all suppose to fit into a white man box. We don't. We Natives have a different world view.,0.0,0,0,0,0,0,en
cx_en_000000_035cd0,"Lisa Bloom is a Legal analyst for NBC News and Avvo, attorney and bestselling author. And she's a white woman.",0.0,0,0,0,0,0,en
cx_en_000000_e0afea,Indigenous people determine who are members of their communities and nations. They appoint people to speak for them. This is not a privilege white men can claim.,0.0,0,0,0,0,0,en
cx_en_000000_32825b,Non-white people are diverse.,0.0,0,0,0,0,0,en
cx_en_000000_1dc980,"Norval Morriseau painted with oils on canvas, both invented by white men... Natives painted with ochre on wood and rock.",0.0,0,0,0,0,0,en
cx_en_000000_3cf5f9,"Thankfully, white people (like all people) are not a monolith. And just as thankfully the majority of Canadians still embrace multiculturalism, much to this country's benefit.",0.0,0,0,0,0,0,en
cx_en_000000_1bb3ab,Prayers for Fr. Herb's healing and a successful cancer surgery. I retract my remark about Stuff White People Like spirituality. It reflected a lack of charity.,0.0,0,0,0,0,0,en
cx_en_000000_194e1a,"It's a means to an end, my white friend. Everyone has biases and some are inherent.",0.0,0,0,0,0,0,en
cx_en_000000_f8751f,FBI data counts Latinos in the 'white' category. Non-Hispanic whites are about 62%.,0.0,0,0,0,0,0,en
cx_en_000000_3e1b76,"They were nations, many many nations (tribes), long before the white man appeared in NA.",0.0,0,0,0,0,0,en
cx_en_000000_7ff59d,The story is about people who identify as white. That doesn't mean they don't exist.,0.0,0,0,0,0,0,en
cx_en_000000_2c5b13,"Whatever the truth is, as a white guy, and even without getting special grants, I've found it extremely easy to get a great education at a reasonable cost and a great job.",0.0,0,0,0,0,0,en
cx_en_000000_67b6eb,"As a white, 41 year-old male, I'm in complete agreement.",0.0,0,0,0,0,0,en
cx_en_000000_7d8aa7,Jennifer Yeh is right. There are way too many public places in Oregon that are named after famous white people. Ho Chi Minh Square has a much better ring to it.,0.0,0,0,0,0,0,en
cx_en_000000_ad92ce,"I am a white Guy. I will dress my Grandchildren in any kind of costume , as long as it does not offend the Queen or the Pope.",0.0,0,0,0,0,0,en
cx_en_000000_5f9f12,"i'm a white woman in my late 60's and believe me, they are not too crazy about me either!!",0.0,0,0,0,0,0,en
cx_en_000000_674c4d,"Being white and all, can someone please enlighten me about my obligations?",0.0,0,0,0,0,0,en
cx_en_000000_b3b8e4,"historically, the west has been white so it is not surprising that the role models are white.",0.0,0,0,0,0,0,en
cx_en_000000_d90d34,Do you not consider muslims to be white?,0.0,0,0,0,0,0,en
cx_en_000000_b3a727,I do all the time and I'm white So what?,0.0,0,0,0,0,0,en
cx_en_000000_12bdbe,This will have the unintended consequence of more white people switching to American and increasing revenue.,0.0,0,0,0,0,0,en
cx_en_000000_7bcbcc,"The definition of irony: dozens, if not hundreds, of white people feeling the need to comment on something they think is inconsequential.",0.0,0,0,0,0,0,en
cx_en_000000_7471f6,"Again, just to remain factual, the woman in this case is not African American--although race is not really material to this situation anyway.",0.0,0,0,0,0,0,en
cx_en_000000_c075ac,"He's a NOBEL Peace Prize winner, and African American. Cut him some slack!",0.0,0,0,0,0,0,en
cx_en_000000_918653,Excellent. The African American communities in America need more people like this gentleman. Roll models can be regular people.,0.0,0,0,0,0,0,en
cx_en_000000_0e3d9f,"If true, that is unfortunate. It is also, I suspect, not representative of the perspective of most African Americans.",0.0,0,0,0,0,0,en
cx_en_000000_3850a2,An Irish American and an African American that fought for the common people. A thing of beauty. They will certainly be missed. The ceremony was a pleasure to watch.,0.0,0,0,0,0,0,en
cx_en_000000_2feac6,The same could be said of the United States when it comes to African Americans. And it could be said of Canada when it comes to the horrible treatment of the First Nations.,0.0,0,0,0,0,0,en
cx_en_000000_252c2d,Good information and exciting links to view art by African Americans that led me to just search even more. I have spent over an hour just exploring names and being awed. Thanks.,0.0,0,0,0,0,0,en
cx_en_000000_184aac,An African American neighborhood like where Charlize Theron lives? She's African-American.,0.0,0,0,0,0,0,en
cx_en_000000_fab190,"Sorry, I love Marty Hagen and David Haas. And I especially love good old African American spirituals.",0.0,0,0,0,0,0,en
cx_en_000000_3f6822,The blocked video clips show the coach doing this with African American girls as well.,0.0,0,0,0,0,0,en
cx_en_000000_f64284,Eastman was the only vote against a bill to honor Hmong and Lao veterans. He also voted against honoring the African-American soldiers who worked on the Alaska Highway.,0.0,0,0,0,0,0,en
cx_en_000000_22e59a,Black Catholics in America are far more common than that. Black Catholics globally is probably the majority of black people.,0.0,0,0,0,0,0,en
cx_en_000000_86a85b,Better article nobody would make: Can Black American fix their relationship with America?,0.0,0,0,0,0,0,en
cx_en_000000_44bbf9,As a black Trump supporter I find your comment extremely offensive.,0.0,0,0,0,0,0,en
cx_en_000000_b610f8,The Seahawks have plenty of fans. Good riddance to those who don't respect black players and the first amendment.,0.0,0,0,0,0,0,en
cx_en_000000_4fc616,Desmond Cole can now move on to stopping other attempts to have the police and black youth build better bonds.,0.0,0,0,0,0,0,en
cx_en_000000_ce2f3b,She was a speaker but was referring to a black man who joined the audience.,0.0,0,0,0,0,0,en
cx_en_000000_8c51ba,Black people were also civilized long before your ancestors were.,0.0,0,0,0,0,0,en
cx_en_000000_f6eb92,"Until relatively recently, black people were considered subhuman, women were considered incapable of logic or of understanding science, and children had nor rights and were considered property. We live and learn.",0.0,0,0,0,0,0,en
cx_en_000000_899d28,Generally most NHLers are white and not Americans. I would say that black issues likely aren't felt with the same immediacy as with the American sports leagues such as the NBA and NFL.,0.0,0,0,0,0,0,en
cx_en_000000_78b2c1,"If Darvish was black, and Gurriel was white, would the suspension still be imposed next year?",0.0,0,0,0,0,0,en
cx_en_000000_e3bb2c,"Black people, as with all other people, can voluntarily associate with whatever religious practises they desire.",0.0,0,0,0,0,0,en
cx_en_000000_22c49e,Mt. Vernon and Burlington have a large Hispanic population.,0.0,0,0,0,0,0,en
cx_en_000000_0a53ce,Hierarchy knows it needs incoming migrant members to offset massive exodus by citizens. Future if RC Church depends on Hispanics.,0.0,0,0,0,0,0,en
cx_en_000000_1b8cda,You seem unaware that Hispanics tend to be Catholics.,0.0,0,0,0,0,0,en
cx_en_000000_e6b575,Ours here in northern CO is hispanic owner and staffed. Your mileage may vary.,0.0,0,0,0,0,0,en
cx_en_000000_7b083d,"Um, Weld County is probably half hispanic. Just saying...",0.0,0,0,0,0,0,en
cx_en_000000_13af6a,A large portion of the population in that area is Hispanic.,0.0,0,0,0,0,0,en
cx_en_000000_e7f87d,Have you ever been to Thornton? It's majority hispanic these days.,0.0,0,0,0,0,0,en
cx_en_000000_666802,"If I’m not mistaken, this part of Texas is majority Tex-Mex, and are of Hispanic/Native American decent.",0.0,0,0,0,0,0,en
cx_en_000000_5480cf,I hadn't heard of any racial connection till now. If he was a roofer working for B&M the majority of his co-workers would be Hispanic.,0.0,0,0,0,0,0,en
cx_en_000000_f6a94d,Thank God for the influx of Asian students...,0.0,0,0,0,0,0,en
cx_en_000000_3732e0,Provinces with higher immigration rates perform better (more Asian kids means better PISA scores). Alberta has had a lot more immigration in the last 15 years.,0.0,0,0,0,0,0,en
cx_en_000000_0d542a,"Sorry, I'm an old Asian man. lol",0.0,0,0,0,0,0,en
cx_en_000000_7619d7,"They need more supermarkets such as Don Quijote and Marukai that cater more to the Asian community. Seems like Foodland, Times, and Safeway all follow the same blueprint like those mainland supermarkets.",0.0,0,0,0,0,0,en
cx_en_000000_733905,Why don't Asian people feel targeted?,0.0,0,0,0,0,0,en
cx_en_000000_f867b4,Is he lecturing at Kamehameha Schools on being Asian American in America?,0.0,0,0,0,0,0,en
cx_en_000000_3238db,Filipinos are Asian. And what is Hoale?,0.0,0,0,0,0,0,en
cx_en_000000_01dad1,"If I remember my 8th grade Spanish class, Latino used in the plural can represent both genders.",0.0,0,0,0,0,0,en
cx_en_000000_68767e,"26% of Catholic Latinos voted Trump! Wow. Anyway, I agree with your larger point.",0.0,0,0,0,0,0,en
cx_en_000000_fa8eeb,Not all Latinos are illegal immigrants.,0.0,0,0,0,0,0,en
cx_en_000000_c8783a,Thousands of Hispanics/Latinos/Mexican immigrants helping out in Texas. I wonder if Trump thinks those folks are great people.,0.0,0,0,0,0,0,en
cx_en_000000_cdbabd,Not true. Many more US born Latinos are using double surnames. Next?,0.0,0,0,0,0,0,en
cx_en_000000_8b92a5,"Umm, my own family. FYI, I have many US born Latino friends with double surnames.",0.0,0,0,0,0,0,en
cx_en_000000_fa742b,He is Catholic.,0.0,0,0,0,0,0,en
